shipment_id,entry_no,hs_code,product_desc,supplier,country_origin,country_destination,declared_value_usd,invoice_value_usd,weight_kg,volume_m3,broker,port_of_entry,entry_date,accepted_date,release_date,duty_amount_usd,tax_amount_usd,broker_fee_usd,incoterm,license_required,license_obtained,fta_claimed,restricted_party_pass,container_number,slow_clearance
SHIP000080,22EMKIM485979,,CONVEYOR BELTS,GreenEnergy Systems,UAE,NIGERIA,43524.51,43065.47,4777.02,1.67,BOLLORE LOGISTICS,NAIROBI,2026-04-24 23:35:56,2026-04-25 03:35:56,2026-04-26 11:35:56,2927.32,7432.29,393.27,EXW,N,N,AFCFTA,Y,AMZN563864,N
SHIP000081,22EMKIM453334,395450,PACKAGING MATERIAL,Industrial Supply Co,,NIGERIA,36747.48,35103.0,35.86,11.05,BOLLORE LOGISTICS,DAR ES SALAAM,2026-05-12 23:35:56,2026-05-13 01:35:56,2026-05-14 10:35:56,2596.76,6295.08,379.34,CIF,N,N,EAC,Y,AMZN265613,N
SHIP000082,22EMKIM404910,305706,ANTIBIOTICS,ChemCorp Industries,COTE DIVOIRE,UGANDA,86332.94,89247.58,4683.68,19.25,EXPEDITORS INTERNATIONAL,DURBAN,2025-10-13 23:35:56,2025-10-14 01:35:56,2025-10-14 03:35:56,12379.48,15793.99,110.9,CIF,N,N,SADC,Y,AMZN403528,N
SHIP000083,22EMKIM483719,398444,POLYTHENE BAGS,MetalWorks Foundry,DRC,KENYA,70469.1,70179.57,3375.26,3.94,DHL GLOBAL FORWARDING,LAGOS,2025-12-27 23:35:56,2025-12-28 02:35:56,2025-12-30 13:35:56,4429.92,11983.84,177.93,DDP,N,N,NONE,Y,AMZN740632,Y
SHIP000084,22EMKIM465866,732562,ALUMINIUM SHEETS,MediCare Solutions,NIGERIA,GHANA,39487.4,40367.51,2332.32,3.28,BOLLORE LOGISTICS,ALEXANDRIA,2026-09-08 23:35:56,2026-09-09 02:35:56,2026-09-09 18:35:56,5968.27,7272.91,363.42,FOB,N,N,AFCFTA,Y,AMZN819400,N
SHIP000085,22EMKIM468879,,POLYTHENE BAGS,AutoParts International,GERMANY,UGANDA,23401.24,23516.45,3776.15,17.48,BOLLORE LOGISTICS,LAGOS,2026-01-10 23:35:56,2026-01-11 02:35:56,2026-01-12 15:35:56,1720.96,4019.55,334.38,CFR,N,N,AFCFTA,Y,AMZN185847,N
SHIP000086,22EMKIM460604,842011,GENERATOR,MetalWorks Foundry,INDIA,GHANA,49553.59,49498.23,2082.97,11.32,KUEHNE NAGEL,LAGOS,2026-06-19 23:35:56,2026-06-20 01:35:56,2026-06-20 08:35:56,4704.84,8681.35,216.82,DDP,N,N,EAC,Y,AMZN685941,N
SHIP000087,22EMKIM458790,391049,PACKAGING MATERIAL,PlastiPack Ltd,MOZAMBIQUE,UGANDA,105207.54,104913.71,3232.95,8.47,BOLLORE LOGISTICS,CASABLANCA,2026-03-19 23:35:56,2026-03-20 00:35:56,2026-03-20 04:35:56,6770.58,17916.5,245.0,CFR,N,N,AFCFTA,Y,AMZN501058,N
SHIP000088,22EMKIM495030,943178,OFFICE CHAIRS,Industrial Supply Co,UK,GHANA,19538.39,19466.11,2308.52,3.19,DHL GLOBAL FORWARDING,CASABLANCA,2025-12-15 23:35:56,2025-12-16 00:35:56,2025-12-16 01:35:56,1679.42,3394.85,213.62,CIF,N,N,SADC,Y,AMZN297636,N
SHIP000089,22EMKIM441799,854943,SWITCHING DEVICE,Industrial Supply Co,USA,KENYA,89868.84,90226.16,1178.47,18.34,DHL GLOBAL FORWARDING, MOMBASA ,2026-01-26 23:35:56,2026-01-27 03:35:56,,11273.02,16182.7,266.41,EXW,N,N,AFCFTA,Y,AMZN704095,Y
SHIP000090,22EMKIM449343,305944,VACCINES,AgriTech Solutions,DRC,TANZANIA,41635.51,39748.94,3484.58,8.22,KUEHNE NAGEL,CAPE TOWN,2026-04-11 23:35:56,2026-04-12 03:35:56,2026-04-12 12:35:56,3515.76,7224.2,246.5,EXW,N,N,SADC,Y,AMZN414455,N
SHIP000091,22EMKIM479026,305927,VACCINES,PharmaLife Sciences,THAILAND,SOUTH AFRICA,145184.04,147313.97,267.17,7.61,BOLLORE LOGISTICS,ABIDJAN,2026-02-12 23:35:56,2026-02-13 02:35:56,2026-02-16 06:35:56,20648.45,26533.2,411.78,CIF,N,N,EAC,Y,AMZN734356,Y
SHIP000092,22EMKIM461112,944555,WOODEN FURNITURE,AutoParts International,THAILAND,KENYA,143574.45,147225.99,2764.88,15.53,PANALPINA,PORT ELIZABETH,2026-04-09 23:35:56,2026-04-10 00:35:56,2026-04-12 23:35:56,13743.24,25170.83,373.91,CIF,N,N,AFCFTA,Y,AMZN499152,Y
SHIP000093,22EMKIM425715,949147,WOODEN FURNITURE,Industrial Supply Co,ZAMBIA,TANZANIA,114363.53,109168.17,2899.92,8.41,KUEHNE NAGEL,NAIROBI,2026-01-14 23:35:56,2026-01-15 02:35:56,2026-01-15 14:35:56,10659.17,20003.63,261.19,DDP,N,N,EAC,Y,AMZN259814,N
SHIP000094,22EMKIM400836,406530,RUBBER HOSES,PharmaLife Sciences,TANZANIA,NIGERIA,34858.47,69716.94,130837.07409662116,13.4,DHL GLOBAL FORWARDING,MOMBASA ICD,2026-01-03 23:35:56,2026-01-04 01:35:56,2026-01-04 23:35:56,4108.29,11760.36,283.4,FOB,N,N,EAC,Y,AMZN901467,N
SHIP000095,22EMKIM456436,871149,TYRES,MetalWorks Foundry,NIGERIA,GHANA,95840.42,132552.39,95.54,16.28,DHL GLOBAL FORWARDING,MOMBASA,2025-10-30 23:35:56,2025-10-31 03:35:56,2025-11-01 07:35:56,18318.35,18265.4,152.51,EXW,N,N,NONE,Y,AMZN806774,N
SHIP000096,22EMKIM401238,304144,LAB REAGENTS,MetalWorks Foundry,INDIA,SOUTH AFRICA,119342.98,123258.17,1892.08,9.57,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-04-28 23:35:56,2026-04-29 01:35:56,2026-05-02 06:35:56,6929.26,20203.56,298.75,DAP,Y,N,EAC,Y,AMZN767678,Y
SHIP000097,22EMKIM421292,622562,TEXTILE YARN,TechGlobal Ltd,ANGOLA,UGANDA,7461.01,7112.51,4106.3,18.58,DHL GLOBAL FORWARDING,CASABLANCA,2026-04-26 23:35:56,2026-04-27 04:35:56,2026-04-30 10:35:56,719.53,1308.89,197.17,CFR,N,N,AFCFTA,Y,AMZN413814,Y
SHIP000098,22EMKIM464304,946435,WOODEN FURNITURE,TextileWorld Exports,MOZAMBIQUE,TANZANIA,111945.76,107199.46,157.83,5.54,DHL GLOBAL FORWARDING,MOMBASA,2025-12-29 23:35:56,2025-12-30 03:35:56,2025-12-30 07:35:56,8984.59,19348.86,242.08,EXW,N,N,COMESA,Y,AMZN572436,N
SHIP000099,22EMKIM473005,877227,MOTOR VEHICLE PARTS,PlastiPack Ltd,ANGOLA,SOUTH AFRICA,12764.68,12262.45,671.21,3.83,DHL GLOBAL FORWARDING,LAGOS,2026-08-05 23:35:56,2026-08-06 03:35:56,2026-08-08 18:35:56,1921.33,2349.76,196.24,FOB,N,N,NONE,Y,AMZN570646,Y
SHIP000100,22EMKIM421916,622524,TEXTILE YARN,PlastiPack Ltd,CHINA,TANZANIA,44131.18,46241.41,1512.65,9.91,KUEHNE NAGEL,CAPE TOWN,2026-09-05 23:35:56,2026-09-06 04:35:56,,3468.62,7615.97,175.44,EXW,N,N,SADC,Y,AMZN166340,N
SHIP000101,22EMKIM417842,,GARMENTS,TextileWorld Exports,CHINA,GHANA,29734.46,29235.57,4079.22,17.2,DHL GLOBAL FORWARDING,DAR ES SALAAM,2025-10-31 23:35:56,2025-11-01 00:35:56,2025-11-04 13:35:56,2408.78,5142.92,270.61,DAP,N,N,NONE,Y,AMZN723266,Y
SHIP000102,22EMKIM495317,406147,TYRES,ElectroTech Manufacturing,ETHIOPIA,NIGERIA,95118.92,98129.38,907.84,15.38,DHL GLOBAL FORWARDING,CASABLANCA,2025-09-21 23:35:56,2025-09-22 02:35:56,2025-09-22 16:35:56,6624.72,16278.98,167.08,DDP,N,N,COMESA,Y,AMZN128223,N
SHIP000103,22EMKIM483647,847703,CONVEYOR BELT,MediCare Solutions,TURKEY,GHANA,98970.11,99939.36,3511.16,16.26,EXPEDITORS INTERNATIONAL,ALEXANDRIA,2026-05-05 23:35:56,2026-05-06 00:35:56,2026-05-07 01:35:56,7829.74,17087.98,260.31,EXW,N,N,SADC,Y,AMZN722665,N
SHIP000104,22EMKIM490496,871725,BRAKE SYSTEM,AgriTech Solutions,TURKEY,KENYA,144874.66,199589.34,1961.76,15.47,DHL GLOBAL FORWARDING,CAPE TOWN,2026-03-26 23:35:56,2026-03-27 00:35:56,2026-03-27 01:35:56,29247.26,27859.51,237.08,EXW,N,N,COMESA,Y,AMZN717181,N
SHIP000105,22EMKIM444967,845840,CONVEYOR BELT,Industrial Supply Co,COTE DIVOIRE,TANZANIA,47127.61,47015.27,4052.83,2.39,DHL GLOBAL FORWARDING,LAGOS,2026-03-17 23:35:56,2026-03-18 04:35:56,2026-03-18 14:35:56,3388.87,8082.64,254.51,FOB,N,N,NONE,Y,AMZN990429,N
SHIP000106,22EMKIM408200,309454,VACCINES,MetalWorks Foundry,TURKEY,UGANDA,35162.4,49351.37,1036.86,15.07,DHL GLOBAL FORWARDING,CASABLANCA,2026-01-18 23:35:56,2026-01-19 03:35:56,2026-01-23 06:35:56,2451.96,6018.3,238.83,CIF,N,N,SADC,Y,AMZN948014,Y
SHIP000107,22EMKIM411108,,GARMENTS,PharmaLife Sciences,MOROCCO,TANZANIA,144904.5,139314.55,4005.06,18.38,DHL GLOBAL FORWARDING,CASABLANCA,2025-12-15 23:35:56,2025-12-16 04:35:56,2025-12-20 00:35:56,9795.43,24751.99,218.68,CFR,N,N,AFCFTA,Y,AMZN718836,Y
SHIP000108,22EMKIM459113,843999,COMPRESSOR,TextileWorld Exports,,UGANDA,89665.66,90000.82,1451.29,3.82,DHL GLOBAL FORWARDING,CASABLANCA,2026-02-09 23:35:56,2026-02-10 01:35:56,2026-02-11 04:35:56,8604.14,15723.17,289.6,DAP,N,N,AFCFTA,Y,AMZN982885,N
SHIP000109,22EMKIM474140,403236,TYRES,ElectroTech Manufacturing,KENYA,TANZANIA,74497.99,71388.97,2692.67,3.45,DHL GLOBAL FORWARDING,ABIDJAN,2025-10-12 23:35:56,2025-10-13 03:35:56,2025-10-14 03:35:56,3839.85,12534.05,264.16,CIF,N,N,NONE,Y,AMZN579536,N
SHIP000110,22EMKIM411401,842871,COMPRESSOR,MetalWorks Foundry,CAMEROON,UGANDA,123480.33,122556.14,2254.16,7.04,BOLLORE LOGISTICS,PORT ELIZABETH,2025-12-08 23:35:56,2025-12-09 04:35:56,2025-12-13 07:35:56,10718.02,21471.74,363.42,FOB,N,N,AFCFTA,Y,AMZN956401,Y
SHIP000111,22EMKIM412481,306744,LAB REAGENTS,AgriTech Solutions,INDIA,GHANA,117834.97,118976.29,4762.46,10.34,PANALPINA,DAR ES SALAAM,2026-07-02 23:35:56,2026-07-03 02:35:56,2026-07-04 13:35:56,7875.82,20113.73,444.75,EXW,N,N,NONE,Y,AMZN812296,N
SHIP000112,22EMKIM459597,393078,PACKAGING MATERIAL,AutoParts International,SOUTH AFRICA,SOUTH AFRICA,114340.3,111695.8,1398.35,18.73,AGILITY LOGISTICS,ALEXANDRIA,2026-05-08 23:35:56,2026-05-09 01:35:56,2026-05-10 08:35:56,8085.15,19588.07,235.6,CFR,N,N,EAC,Y,AMZN486999,N
SHIP000113,22EMKIM420707,406869,RUBBER SHEETS,MetalWorks Foundry,CHINA,GHANA,74459.88,71709.29,3921.61,9.25,DHL GLOBAL FORWARDING,CASABLANCA,2026-05-26 23:35:56,2026-05-27 02:35:56,2026-05-30 11:35:56,6896.56,13017.03,268.25,CFR,N,N,EAC,Y,AMZN230272,Y
SHIP000114,22EMKIM429647,303161,ANTIBIOTICS,MediCare Solutions,ANGOLA,GHANA,98360.9,96447.87,1074.97,1.65,DHL GLOBAL FORWARDING,CASABLANCA,2026-07-26 23:35:56,2026-07-27 00:35:56,2026-07-27 11:35:56,11797.81,17625.39,185.12,FOB,Y,Y,EAC,Y,AMZN722518,N
SHIP000115,22EMKIM479995,847919,PUMP,PharmaLife Sciences,TURKEY,TANZANIA,109749.13,105766.66,722.84,10.66,KUEHNE NAGEL,CASABLANCA,2026-07-28 23:35:56,2026-07-29 02:35:56,2026-08-01 15:35:56,9731.79,19116.95,262.97,CFR,N,N,AFCFTA,Y,AMZN108886,Y
SHIP000116,22EMKIM479638,877745,BRAKE SYSTEM,AgriTech Solutions,ETHIOPIA,UGANDA,134540.65,132543.2,1248.35,12.06,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-07-29 23:35:56,2026-07-30 04:35:56,2026-08-01 14:35:56,25958.12,25679.8,268.66,FOB,N,N,AFCFTA,Y,AMZN856211,Y
SHIP000117,22EMKIM455163,394366,POLYTHENE BAGS,PlastiPack Ltd,THAILAND,NIGERIA,44683.54,43526.6,668.59,17.23,BOLLORE LOGISTICS,NAIROBI,2026-02-23 23:35:56,2026-02-24 03:35:56,2026-02-27 05:35:56,3659.77,7734.93,217.75,EXW,N,N,EAC,Y,AMZN695990,Y
SHIP000118,22EMKIM440620,841273,GENERATOR,Industrial Supply Co,VIETNAM,NIGERIA,138425.6,141368.93,2692.9,3.14,KUEHNE NAGEL,LAGOS,2026-08-22 23:35:56,2026-08-23 04:35:56,2026-08-24 02:35:56,12230.66,24105.0,213.54,DDP,N,N,SADC,Y,AMZN187657,N
SHIP000119,22EMKIM401660,946353,WOODEN FURNITURE,PlastiPack Ltd,INDIA,KENYA,96651.61,122897.66,130837.07409662116,14.84,KUEHNE NAGEL,MOMBASA ICD,2025-09-28 23:35:56,2025-09-29 01:35:56,2025-09-30 04:35:56,6932.26,16573.42,218.01,CFR,N,N,COMESA,Y,AMZN225245,N
SHIP000120,22EMKIM474302,629568,TEXTILE YARN,TextileWorld Exports,VIETNAM,UGANDA,112591.57,111795.82,2281.44,7.27,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-07-09 23:35:56,2026-07-10 00:35:56,2026-07-10 08:35:56,8578.66,19387.24,189.44,DAP,N,N,COMESA,Y,AMZN623879,N
SHIP000121,22EMKIM410208,702889,GLASS BOTTLES,TextileWorld Exports,CHINA,SOUTH AFRICA,37060.44,55223.23,2087.12,14.43,DHL GLOBAL FORWARDING,MOMBASA,2026-09-05 23:35:56,2026-09-06 01:35:56,2026-09-07 01:35:56,1918.55,6236.64,270.47,CIF,N,N,SADC,Y,AMZN384434,N
SHIP000122,22EMKIM425614,853938,SWITCHING DEVICE,MetalWorks Foundry,MALAYSIA,TANZANIA,131610.19,179540.85,2324.99,11.87,DHL GLOBAL FORWARDING,CAPE TOWN,2026-08-07 23:35:56,2026-08-08 02:35:56,2026-08-08 20:35:56,11435.86,22887.37,193.74,CIF,N,N,NONE,Y,AMZN617326,N
SHIP000123,22EMKIM493277,871104,ENGINE COMPONENT,TechGlobal Ltd,TANZANIA,UGANDA,126016.31,124457.17,2104.88,19.23,EXPEDITORS INTERNATIONAL, ALEXANDRIA ,2025-10-21 23:35:56,2025-10-22 00:35:56,2025-10-22 22:35:56,28203.49,24675.17,192.25,CIF,N,N,AFCFTA,Y,AMZN249289,N
SHIP000124,22EMKIM496384,947767,OFFICE CHAIRS,PharmaLife Sciences,,NIGERIA,14788.76,14141.43,4630.95,7.92,DHL GLOBAL FORWARDING,DURBAN,2025-11-18 23:35:56,2025-11-19 00:35:56,2025-11-23 01:35:56,1229.27,2562.88,169.61,EXW,N,N,NONE,Y,AMZN972310,Y
SHIP000125,22EMKIM442964,303230,LAB REAGENTS,Industrial Supply Co,CHINA,NIGERIA,70175.24,68526.18,3020.48,4.38,DHL GLOBAL FORWARDING,LAGOS,2026-01-24 23:35:56,2026-01-25 03:35:56,2026-01-25 14:35:56,4350.26,11924.08,173.64,CFR,N,N,NONE,Y,AMZN998182,N
SHIP000126,22EMKIM489952,739412,STEEL BARS,AgriTech Solutions,TURKEY,SOUTH AFRICA,142838.44,195047.43,662.27,16.49,DHL GLOBAL FORWARDING,LAGOS,2026-08-27 23:35:56,2026-08-28 04:35:56,2026-08-29 12:35:56,32908.5,28119.51,170.97,CIF,N,N,EAC,Y,AMZN490321,N
SHIP000127,22EMKIM424530,392228,PLASTIC SHEETS,Industrial Supply Co,THAILAND,UGANDA,14250.81,19455.9,3419.23,3.54,EXPEDITORS INTERNATIONAL,CASABLANCA,2026-07-08 23:35:56,2026-07-09 00:35:56,2026-07-09 22:35:56,832.24,2413.29,272.17,DAP,N,N,SADC,Y,AMZN325146,N
SHIP000128,22EMKIM463527,705026,WINDOW GLASS,PharmaLife Sciences,SOUTH AFRICA,NIGERIA,9616.37,9986.27,3911.76,7.25,DHL GLOBAL FORWARDING,ABIDJAN,2026-01-09 23:35:56,2026-01-10 03:35:56,,733.64,1656.0,244.61,DAP,N,N,COMESA,Y,AMZN670968,N
SHIP000129,22EMKIM475457,393946,PLASTIC SHEETS,GreenEnergy Systems,MOZAMBIQUE,NIGERIA,9259.39,9721.99,288.98,19.93,EXPEDITORS INTERNATIONAL,MOMBASA,2026-04-21 23:35:56,2026-04-22 02:35:56,2026-04-23 10:35:56,913.89,1627.72,130.04,CFR,N,N,AFCFTA,Y,AMZN330069,N
SHIP000130,22EMKIM478861,873885,TYRES,PlastiPack Ltd,THAILAND,GHANA,4716.88,7014.44,2457.28,1.9,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-11-13 23:35:56,2025-11-14 04:35:56,2025-11-15 13:35:56,1102.19,931.05,271.56,CIF,N,N,SADC,Y,AMZN343923,N
SHIP000131,22EMKIM495990,704300,GLASS BOTTLES,GreenEnergy Systems,DRC,SOUTH AFRICA,3775.98,3912.17,1515.81,2.82,DHL GLOBAL FORWARDING,PORT ELIZABETH,2026-08-12 23:35:56,2026-08-13 00:35:56,2026-08-13 10:35:56,370.15,663.38,206.04,EXW,N,N,SADC,Y,AMZN265154,N
SHIP000132,22EMKIM480134,623854,TEXTILE YARN,TextileWorld Exports,GERMANY,GHANA,33873.96,34512.48,171.59,12.09,BOLLORE LOGISTICS,DAR ES SALAAM,2026-03-13 23:35:56,2026-03-14 03:35:56,2026-03-14 12:35:56,1909.39,5725.34,382.21,DDP,N,N,COMESA,Y,AMZN948095,N
SHIP000133,22EMKIM455004,876425,MOTOR VEHICLE PARTS,AutoParts International,VIETNAM,SOUTH AFRICA,95609.92,93365.12,16.39,7.78,KUEHNE NAGEL,ALEXANDRIA,2026-06-18 23:35:56,2026-06-19 02:35:56,2026-06-20 22:35:56,16727.35,17973.96,160.17,CFR,N,N,NONE,Y,AMZN868170,N
SHIP000134,22EMKIM471702,629946,LINEN,Industrial Supply Co,MOZAMBIQUE,SOUTH AFRICA,113857.41,108544.97,4440.78,3.3,PANALPINA,DAR ES SALAAM,2025-10-13 23:35:56,2025-10-14 00:35:56,2025-10-15 05:35:56,5807.17,19146.33,265.28,CIF,N,N,EAC,Y,AMZN178645,N
SHIP000135,22EMKIM464349,401507,CONVEYOR BELTS,AgriTech Solutions,MALAYSIA,KENYA,8506.58,8695.46,257.68,11.48,DHL GLOBAL FORWARDING,CASABLANCA,2026-06-23 23:35:56,2026-06-24 03:35:56,2026-06-24 13:35:56,735.81,1478.78,189.79,FOB,N,N,NONE,Y,AMZN980651,N
SHIP000136,22EMKIM405848,398869,PACKAGING MATERIAL,Industrial Supply Co,CHINA,SOUTH AFRICA,44125.81,43997.6,4428.61,7.45,DHL GLOBAL FORWARDING,LAGOS,2025-10-20 23:35:56,2025-10-21 02:35:56,2025-10-23 13:35:56,4180.65,7729.03,189.75,EXW,N,N,COMESA,Y,AMZN567429,Y
SHIP000137,22EMKIM410348,702009,GLASS BOTTLES,TextileWorld Exports,TURKEY,NIGERIA,51896.81,53665.44,2867.84,4.79,DHL GLOBAL FORWARDING,DURBAN,2025-10-04 23:35:56,2025-10-05 01:35:56,2025-10-06 14:35:56,4718.47,9058.44,212.79,DAP,N,N,COMESA,Y,AMZN413369,N
SHIP000138,22EMKIM495302,709467,MIRRORS,AgriTech Solutions,CAMEROON,GHANA,142413.6,137089.98,747.91,11.94,EXPEDITORS INTERNATIONAL,LAGOS,2026-07-12 23:35:56,2026-07-13 01:35:56,2026-07-13 11:35:56,10135.4,24407.84,396.48,CFR,N,N,SADC,Y,AMZN435281,N
SHIP000139,22EMKIM445071,625525,TEXTILE YARN,PharmaLife Sciences,CHINA,KENYA,93647.16,90352.65,3899.93,15.74,DHL GLOBAL FORWARDING,MOMBASA,2025-09-18 23:35:56,2025-09-19 00:35:56,2025-09-20 03:35:56,7435.28,16173.19,263.76,DDP,N,N,EAC,Y,AMZN661652,N
SHIP000140,22EMKIM436745,708750,GLASS SHEETS,MediCare Solutions,INDIA,GHANA,91493.96,89952.23,1695.95,15.89,DHL GLOBAL FORWARDING,LAGOS,2025-10-30 23:35:56,2025-10-31 03:35:56,,5661.55,15544.88,261.86,FOB,N,N,NONE,Y,AMZN426053,N
SHIP000141,22EMKIM466426,303201,ANTIBIOTICS,TextileWorld Exports,THAILAND,GHANA,109455.51,108439.44,3959.54,1.41,PANALPINA,PORT ELIZABETH,2026-04-27 23:35:56,2026-04-28 01:35:56,2026-05-02 07:35:56,10775.46,19236.96,329.13,DDP,N,N,NONE,Y,AMZN844037,Y
SHIP000142,22EMKIM462204,701474,GLASS BOTTLES,AutoParts International,MALAYSIA,GHANA,37798.79,39021.6,130837.07409662116,11.92,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-08-13 23:35:56,2026-08-14 01:35:56,2026-08-15 00:35:56,2844.6,6502.94,245.31,CIF,N,N,EAC,Y,AMZN286209,N
SHIP000143,22EMKIM429329,392480,PLASTIC COMPONENTS,TechGlobal Ltd,VIETNAM,TANZANIA,117084.61,114380.93,3240.38,12.06,KUEHNE NAGEL,LAGOS,2025-11-23 23:35:56,2025-11-24 01:35:56,2025-11-27 03:35:56,8251.58,20053.79,153.01,CIF,N,N,EAC,Y,AMZN108874,Y
SHIP000144,22EMKIM463142,397943,PVC FILM,GreenEnergy Systems,UAE,NIGERIA,45670.69,43420.71,3049.16,6.04,KUEHNE NAGEL,ALEXANDRIA,2026-01-16 23:35:56,2026-01-17 03:35:56,2026-01-18 16:35:56,4565.77,8037.83,294.97,DDP,N,N,NONE,Y,AMZN213355,N
SHIP000145,22EMKIM492808,,PLASTIC COMPONENTS,AutoParts International,TURKEY,KENYA,120911.76,123097.31,2028.95,14.76,DHL GLOBAL FORWARDING,LAGOS,2026-08-13 23:35:56,2026-08-14 03:35:56,2026-08-15 15:35:56,10406.17,21010.87,248.31,DAP,N,N,NONE,Y,AMZN711344,N
SHIP000146,22EMKIM497545,309759,SURGICAL SUPPLIES,AgriTech Solutions,UAE,TANZANIA,126175.48,123130.26,3275.63,4.52,BOLLORE LOGISTICS,ALEXANDRIA,2026-06-16 23:35:56,2026-06-17 03:35:56,2026-06-19 11:35:56,16508.09,22829.37,390.73,EXW,N,N,AFCFTA,Y,AMZN334176,Y
SHIP000147,22EMKIM474632,395817,PVC FILM,Industrial Supply Co,ZAMBIA,NIGERIA,87256.81,90463.48,695.45,4.09,DHL GLOBAL FORWARDING,MOMBASA ICD,2025-11-17 23:35:56,2025-11-18 01:35:56,2025-11-19 07:35:56,6028.0,14925.57,194.75,CIF,N,N,EAC,Y,AMZN529068,N
SHIP000148,22EMKIM450242,848988,COMPRESSOR,AgriTech Solutions,MOROCCO,GHANA,9173.03,8859.71,2152.75,8.64,DHL GLOBAL FORWARDING,PORT ELIZABETH,2025-10-22 23:35:56,2025-10-23 01:35:56,2025-10-23 14:35:56,818.79,1598.69,266.96,CFR,N,N,AFCFTA,Y,AMZN600590,N
SHIP000149,22EMKIM444280,856279,CABLE ASSEMBLY,AutoParts International,TURKEY,KENYA,110173.68,151580.71,2285.07,10.45,DHL GLOBAL FORWARDING,MOMBASA,2025-10-26 23:35:56,2025-10-27 01:35:56,2025-10-27 20:35:56,8881.27,19048.79,159.79,EXW,N,N,EAC,Y,AMZN649577,N
SHIP000150,22EMKIM477846,406885,TYRES,MediCare Solutions,DRC,GHANA,34648.53,34959.3,1286.39,10.74,PANALPINA,CAPE TOWN,2026-09-02 23:35:56,2026-09-03 01:35:56,2026-09-03 09:35:56,2025.18,5867.79,291.65,CFR,N,N,EAC,Y,AMZN150947,N
SHIP000151,22EMKIM414943,852897,SOLAR PANEL,PharmaLife Sciences,kenya,KENYA,105429.3,101222.46,2562.81,12.39,kuehne nagel,ALEXANDRIA,2026-01-12 23:35:56,2026-01-13 02:35:56,2026-01-13 01:35:56,10757.05,18589.82,243.42,FOB,N,N,AFCFTA,Y,AMZN396439,N
SHIP000152,22EMKIM494838,,PACKAGING MATERIAL,GreenEnergy Systems,SOUTH KOREA,KENYA,6391.15,6073.34,4747.74,15.61,DHL GLOBAL FORWARDING,CASABLANCA,2026-06-21 23:35:56,2026-06-22 03:35:56,2026-06-22 14:35:56,534.18,1108.05,286.03,CIF,N,N,COMESA,Y,AMZN178693,N
SHIP000153,22EMKIM435167,405850,RUBBER HOSES,PharmaLife Sciences,INDIA,UGANDA,127911.18,122730.76,1650.02,17.9,DHL GLOBAL FORWARDING,LAGOS,2026-08-22 23:35:56,2026-08-23 03:35:56,2026-08-26 15:35:56,11244.7,22264.94,156.88,CIF,N,N,AFCFTA,Y,AMZN752011,Y
SHIP000154,22EMKIM423758,847566,CONVEYOR BELT,PharmaLife Sciences,MOROCCO,UGANDA,127675.4,130180.01,2418.55,11.42,DHL GLOBAL FORWARDING,CASABLANCA,2025-09-23 23:35:56,2025-09-24 01:35:56,2025-09-25 18:35:56,6758.16,21509.37,291.37,DDP,N,N,AFCFTA,Y,AMZN559447,N
SHIP000155,22EMKIM495243,878914,ENGINE COMPONENT,Industrial Supply Co,KENYA,TANZANIA,9968.74,10045.15,3505.9,2.0,DHL GLOBAL FORWARDING,TEMA,2026-08-19 23:35:56,2026-08-20 04:35:56,2026-08-20 01:35:56,2058.56,1924.37,296.68,CFR,N,N,NONE,Y,AMZN793856,N
SHIP000156,22EMKIM460174,733435,WIRE PRODUCTS,PlastiPack Ltd,GERMANY,SOUTH AFRICA,127402.41,125117.24,1899.4,16.36,DHL GLOBAL FORWARDING,LAGOS,2025-12-27 23:35:56,2025-12-28 00:35:56,2025-12-28 11:35:56,23326.04,24116.55,191.72,CFR,N,N,COMESA,Y,AMZN182659,N
SHIP000157,22EMKIM447624,408324,RUBBER HOSES,Industrial Supply Co,THAILAND,GHANA,3156.48,3259.35,1042.19,13.46,BOLLORE LOGISTICS,NAIROBI,2025-10-12 23:35:56,2025-10-13 04:35:56,2025-10-13 03:35:56,282.79,550.28,440.79,DDP,N,N,NONE,Y,AMZN457411,N
SHIP000158,22EMKIM480065,,OFFICE CHAIRS,TextileWorld Exports,DRC,KENYA,16613.41,33226.82,3715.13,8.24,BOLLORE LOGISTICS,DURBAN,2025-10-09 23:35:56,2025-10-10 02:35:56,2025-10-11 17:35:56,1861.45,5682.02,424.22,CFR,N,N,SADC,Y,AMZN366641,N
SHIP000159,22EMKIM466628,308488,VACCINES,TextileWorld Exports,MOZAMBIQUE,SOUTH AFRICA,139030.67,145373.11,4677.19,16.79,DHL GLOBAL FORWARDING,CASABLANCA,2026-08-19 23:35:56,2026-08-20 03:35:56,2026-08-19 23:35:56,8823.39,23656.65,224.82,DDP,N,N,COMESA,Y,AMZN606390,N
